_id,orderId,orderDate,orderStatus,orderTotalCost,paymentMethod,customerOrder,totalProducts,deliveryDate,deliveryTime,datesByStatus.In preparation,datesByStatus.In shipment,datesByStatus.Shipped,orderLines.orderLineId,orderLines.orderId,orderLines.productsLines[0].orderLineId,orderLines.productsLines[1].orderLineId,orderLines.productsLines[2].orderLineId,orderLines.productsLines[3].orderLineId,orderLines.productsLines[4].orderLineId,orderLines.productsLines[0].productId,orderLines.productsLines[1].productId,orderLines.productsLines[2].productId,orderLines.productsLines[3].productId,orderLines.productsLines[4].productId,orderLines.productsLines[0].quantity,orderLines.productsLines[1].quantity,orderLines.productsLines[2].quantity,orderLines.productsLines[3].quantity,orderLines.productsLines[4].quantity,orderLines.productsLines[0].originalPrice,orderLines.productsLines[1].originalPrice,orderLines.productsLines[2].originalPrice,orderLines.productsLines[3].originalPrice,orderLines.productsLines[4].originalPrice,orderLines.productsLines[0].discountedPrice,orderLines.productsLines[1].discountedPrice,orderLines.productsLines[2].discountedPrice,orderLines.productsLines[3].discountedPrice,orderLines.productsLines[4].discountedPrice,orderLines.productsLines[0].discountAmount,orderLines.productsLines[1].discountAmount,orderLines.productsLines[2].discountAmount,orderLines.productsLines[3].discountAmount,orderLines.productsLines[4].discountAmount,orderLines.productsLines[0].totalProductPrice,orderLines.productsLines[1].totalProductPrice,orderLines.productsLines[2].totalProductPrice,orderLines.productsLines[3].totalProductPrice,orderLines.productsLines[4].totalProductPrice,datesByStatus.In delivery,datesByStatus.Delivered
65e723db2b05f3456f8e3e78,157,2023-10-22,In shipment,746.07,PayPal,141,21,2023-10-24,7:12,2023-10-22,2023-10-23,,-343,157,-343,-343,-343,-343,-343,403,157,442,250,230,5,4,5,4,3,51.48,5.72,93.87,11.02,36.93,46.33,3.43,79.79,8.82,22.16,10,40,15,20,40,231.66,13.73,398.95,35.26,66.47,,
65e723db2b05f3456f8e3e79,158,2023-07-09,Shipped,361.57,PayPal,31,5,2023-07-15,0:33,2023-07-09,2023-07-10,2023-07-11,-342,158,-342,,,,,15,,,,,5,,,,,96.42,,,,,72.31,,,,,25,,,,,361.57,,,,,,
65e723db2b05f3456f8e3e7a,159,2024-01-20,In shipment,336.41,Bank transfer,176,9,2024-01-24,11:12,2024-01-20,2024-01-21,,-341,159,-341,-341,-341,-341,-341,173,291,16,316,77,3,1,3,1,1,68.26,43.71,3.71,99.75,23.44,64.85,30.6,2.97,84.79,17.58,5,30,20,15,25,194.54,30.6,8.9,84.79,17.58,,
65e723db2b05f3456f8e3e7b,160,2023-11-30,Shipped,407.33,Bank transfer,436,10,2023-12-03,15:17,2023-11-30,2023-12-01,2023-12-02,-340,160,-340,-340,-340,,,359,232,312,,,3,3,4,,,65.17,80.3,13.27,,,48.88,76.28,7.96,,,25,5,40,,,146.63,228.85,31.85,,,,
65e723db2b05f3456f8e3e7c,161,2023-07-26,In preparation,18.19,Credit card,282,1,2023-07-29,23:44,2023-07-26,,,-339,161,-339,,,,,208,,,,,1,,,,,36.38,,,,,18.19,,,,,50,,,,,18.19,,,,,,
65e723db2b05f3456f8e3e7d,162,2023-04-08,In shipment,324.06,Bank transfer,45,9,2023-04-08,0:8,2023-04-08,2023-04-09,,-338,162,-338,-338,-338,,,11,147,41,,,4,3,2,,,73.54,4.87,67.86,,,58.83,2.44,40.72,,,20,50,40,,,235.33,7.3,81.43,,,,
65e723db2b05f3456f8e3e7e,163,2023-06-18,In shipment,145.99,PayPal,435,4,2023-06-22,3:29,2023-06-18,2023-06-19,,-337,163,-337,,,,,28,,,,,4,,,,,60.83,,,,,36.5,,,,,40,,,,,145.99,,,,,,
65e723db2b05f3456f8e3e7f,164,2023-05-12,Delivered,353.4,Cheque,231,5,2023-05-12,17:4,2023-05-12,2023-05-13,2023-05-14,-336,164,-336,-336,,,,90,11,,,,3,2,,,,87.31,73.54,,,,78.58,58.83,,,,10,20,,,,235.74,117.66,,,,2023-05-15,2023-05-16
65e723db2b05f3456f8e3e80,165,2023-12-24,In shipment,277.1,Cheque,30,11,2023-12-26,15:41,2023-12-24,2023-12-25,,-335,165,-335,-335,-335,,,5,394,109,,,4,2,5,,,36.99,72.01,4.87,,,29.59,68.41,4.38,,,20,5,10,,,118.37,136.82,21.91,,,,
65e723db2b05f3456f8e3e81,166,2023-10-21,In preparation,172.3,PayPal,414,3,2023-10-23,11:44,2023-10-21,,,-334,166,-334,,,,,168,,,,,3,,,,,67.57,,,,,57.43,,,,,15,,,,,172.3,,,,,,
65e723db2b05f3456f8e3e82,167,2024-01-03,In shipment,111.76,Bank transfer,344,4,2024-01-05,13:47,2024-01-03,2024-01-04,,-333,167,-333,-333,,,,450,144,,,,1,3,,,,1.19,52.88,,,,0.71,37.02,,,,40,30,,,,0.71,111.05,,,,,
65e723db2b05f3456f8e3e83,168,2023-03-17,Shipped,255.71,PayPal,344,4,2023-03-21,20:40,2023-03-17,2023-03-18,2023-03-19,-332,168,-332,,,,,377,,,,,4,,,,,79.91,,,,,63.93,,,,,20,,,,,255.71,,,,,,
65e723db2b05f3456f8e3e84,169,2023-12-26,Shipped,341.52,PayPal,371,10,2023-12-26,3:26,2023-12-26,2023-12-27,2023-12-28,-331,169,-331,-331,-331,,,277,436,365,,,4,1,5,,,73.74,99.41,4.02,,,58.99,89.47,3.22,,,20,10,20,,,235.97,89.47,16.08,,,,
65e723db2b05f3456f8e3e85,170,2023-06-01,Shipped,395.15,Credit card,18,10,2023-06-04,15:47,2023-06-01,2023-06-02,2023-06-03,-330,170,-330,-330,-330,,,366,487,461,,,1,5,4,,,25.4,48.17,51.41,,,22.86,39.5,43.7,,,10,18,15,,,22.86,197.5,174.79,,,,
65e723db2b05f3456f8e3e86,171,2023-12-14,In preparation,247.95,Bank transfer,159,5,2023-12-20,15:24,2023-12-14,,,-329,171,-329,,,,,196,,,,,5,,,,,82.65,,,,,49.59,,,,,40,,,,,247.95,,,,,,
65e723db2b05f3456f8e3e87,172,2024-01-01,In delivery,478.63,Credit card,328,13,2024-01-03,23:22,2024-01-01,2024-01-02,2024-01-03,-328,172,-328,-328,-328,,,115,139,338,,,5,5,3,,,35.2,24.53,95.05,,,26.4,20.85,80.79,,,25,15,15,,,132,104.25,242.38,,,2024-01-04,
65e723db2b05f3456f8e3e88,173,2024-01-07,In preparation,500.94,Bank transfer,109,16,2024-01-13,16:35,2024-01-07,,,-327,173,-327,-327,-327,-327,-327,283,34,156,366,254,2,4,5,2,3,11.81,5.34,43.64,25.4,94.65,10.04,4.81,34.91,22.86,80.45,15,10,20,10,15,20.08,19.22,174.56,45.72,241.36,,
65e723db2b05f3456f8e3e89,174,2023-10-11,In preparation,594.19,Bank transfer,304,21,2023-10-13,22:47,2023-10-11,,,-326,174,-326,-326,-326,-326,-326,484,435,498,67,91,2,5,4,5,5,71.88,30.3,93.24,10.75,16.54,46.72,25.76,74.59,6.45,8.27,35,15,20,40,50,93.44,128.78,298.37,32.25,41.35,,
65e723db2b05f3456f8e3e8a,175,2024-02-19,In shipment,196.38,Bank transfer,74,9,2024-02-25,11:5,2024-02-19,2024-02-20,,-325,175,-325,-325,-325,,,493,207,150,,,3,4,2,,,75.63,3.25,28.94,,,45.38,2.76,24.6,,,40,15,15,,,136.13,11.05,49.2,,,,
65e723db2b05f3456f8e3e8b,176,2023-12-07,In preparation,42.59,Bank transfer,325,1,2023-12-08,6:10,2023-12-07,,,-324,176,-324,,,,,425,,,,,1,,,,,70.98,,,,,42.59,,,,,40,,,,,42.59,,,,,,
65e723db2b05f3456f8e3e8c,177,2023-12-26,Delivered,152.2,Bank transfer,409,3,2023-12-30,14:38,2023-12-26,2023-12-27,2023-12-28,-323,177,-323,-323,,,,373,84,,,,1,2,,,,65.84,56.61,,,,55.96,48.12,,,,15,15,,,,55.96,96.24,,,,2023-12-29,2023-12-30
65e723db2b05f3456f8e3e8d,178,2023-12-28,Shipped,397.03,Credit card,441,7,2023-12-30,16:50,2023-12-28,2023-12-29,2023-12-30,-322,178,-322,-322,,,,54,480,,,,3,4,,,,40.98,99.56,,,,32.78,74.67,,,,20,25,,,,98.35,298.68,,,,,
65e723db2b05f3456f8e3e8e,179,2024-01-16,Delivered,104.48,PayPal,9,6,2024-01-20,16:31,2024-01-16,2024-01-17,2024-01-18,-321,179,-321,-321,-321,,,424,356,22,,,3,2,1,,,23.48,0.73,63.79,,,16.44,0.47,54.22,,,30,35,15,,,49.31,0.95,54.22,,,2024-01-19,2024-01-20
65e723db2b05f3456f8e3e8f,180,2023-06-28,Shipped,236.52,PayPal,84,10,2023-07-01,21:58,2023-06-28,2023-06-29,2023-06-30,-320,180,-320,-320,-320,-320,,163,64,256,421,,3,2,4,1,,26.29,51.4,33.74,4.78,,18.4,33.41,27.67,3.82,,30,35,18,20,,55.21,66.82,110.67,3.82,,,
65e723db2b05f3456f8e3e90,181,2023-10-29,In preparation,632.18,PayPal,143,13,2023-11-05,6:34,2023-10-29,,,-319,181,-319,-319,-319,-319,,183,420,138,436,,1,2,5,5,,50.98,77.48,3.11,99.41,,48.43,61.98,2.49,89.47,,5,20,20,10,,48.43,123.97,12.44,447.34,,,
65e723db2b05f3456f8e3e91,182,2023-08-28,In delivery,465.9,Bank transfer,404,13,2023-08-31,16:58,2023-08-28,2023-08-29,2023-08-30,-318,182,-318,-318,-318,,,489,349,178,,,5,5,3,,,47.12,8.26,94.11,,,35.34,7.02,84.7,,,25,15,10,,,176.7,35.1,254.1,,,2023-08-31,
65e723db2b05f3456f8e3e92,183,2023-11-16,In preparation,1.7,PayPal,392,2,2023-11-20,15:14,2023-11-16,,,-317,183,-317,,,,,382,,,,,2,,,,,1.06,,,,,0.85,,,,,20,,,,,1.7,,,,,,
65e723db2b05f3456f8e3e93,184,2023-11-27,Shipped,229.11,Credit card,480,8,2023-12-01,10:55,2023-11-27,2023-11-28,2023-11-29,-316,184,-316,-316,-316,,,113,469,108,,,3,1,4,,,32.27,95.97,31.2,,,25.82,76.78,18.72,,,20,20,40,,,77.45,76.78,74.88,,,,
65e723db2b05f3456f8e3e94,185,2023-05-12,In shipment,292.5,Bank transfer,424,11,2023-05-18,23:32,2023-05-12,2023-05-13,,-315,185,-315,-315,-315,-315,-315,379,199,243,44,224,5,1,1,2,2,18.76,56.39,42.93,61.17,23.12,15.01,42.29,25.76,55.05,19.65,20,25,40,10,15,75.04,42.29,25.76,110.11,39.3,,
65e723db2b05f3456f8e3e95,186,2023-03-15,Shipped,655.98,Bank transfer,440,17,2023-03-21,7:18,2023-03-15,2023-03-16,2023-03-17,-314,186,-314,-314,-314,-314,-314,10,449,86,42,409,2,4,5,1,5,7.78,4.56,85.71,15.23,51.68,7,3.65,77.14,9.14,46.51,10,20,10,40,10,14,14.59,385.69,9.14,232.56,,
65e723db2b05f3456f8e3e96,187,2023-03-31,Shipped,553.06,PayPal,307,13,2023-04-03,4:34,2023-03-31,2023-04-01,2023-04-02,-313,187,-313,-313,-313,-313,,278,295,223,351,,5,2,1,5,,87.88,55.39,97.05,11.99,,74.7,41.54,48.52,9.59,,15,25,50,20,,373.49,83.09,48.52,47.96,,,
65e723db2b05f3456f8e3e97,188,2023-03-17,Shipped,182.84,Bank transfer,74,13,2023-03-23,18:32,2023-03-17,2023-03-18,2023-03-19,-312,188,-312,-312,-312,-312,-312,272,42,194,139,274,1,2,3,4,3,21.72,15.23,18.07,24.53,8.11,14.12,9.14,16.26,20.85,6.08,35,40,10,15,25,14.12,18.28,48.79,83.4,18.25,,
65e723db2b05f3456f8e3e98,189,2023-04-24,In delivery,394.63,Cheque,214,13,2023-05-01,6:41,2023-04-24,2023-04-25,2023-04-26,-311,189,-311,-311,-311,-311,-311,131,19,449,217,301,1,2,4,4,2,85.91,77.55,4.56,56.68,15.35,64.43,62.04,3.65,42.51,10.74,25,20,20,25,30,64.43,124.08,14.59,170.04,21.49,2023-04-27,
65e723db2b05f3456f8e3e99,190,2023-07-20,In delivery,275.6,PayPal,442,12,2023-07-22,23:24,2023-07-20,2023-07-21,2023-07-22,-310,190,-310,-310,-310,-310,-310,430,285,19,138,485,3,4,1,2,2,71.23,0.63,77.55,3.11,14.66,60.55,0.5,62.04,2.49,12.46,15,20,20,20,15,181.64,2.02,62.04,4.98,24.92,2023-07-23,
65e723db2b05f3456f8e3e9a,191,2023-08-25,Delivered,278.15,PayPal,28,6,2023-08-27,12:7,2023-08-25,2023-08-26,2023-08-27,-309,191,-309,-309,,,,125,315,,,,5,1,,,,48.38,85.33,,,,41.12,72.53,,,,15,15,,,,205.62,72.53,,,,2023-08-28,2023-08-29
65e723db2b05f3456f8e3e9b,192,2024-02-17,In preparation,635.52,Credit card,220,12,2024-02-19,13:57,2024-02-17,,,-308,192,-308,-308,-308,-308,,348,238,326,410,,2,4,3,3,,92.79,9.74,94.61,78.5,,78.87,7.3,85.15,64.37,,15,25,10,18,,157.74,29.22,255.45,193.11,,,
65e723db2b05f3456f8e3e9c,193,2024-01-25,In delivery,636.43,Credit card,415,12,2024-01-28,12:13,2024-01-25,2024-01-26,2024-01-27,-307,193,-307,-307,-307,-307,,364,48,404,65,,3,4,4,1,,62.87,42.64,97.13,30.34,,51.55,36.24,79.65,18.2,,18,15,18,40,,154.66,144.98,318.59,18.2,,2024-01-28,
65e723db2b05f3456f8e3e9d,194,2024-02-01,In shipment,326.16,Credit card,277,8,2024-02-08,22:13,2024-02-01,2024-02-02,,-306,194,-306,-306,-306,-306,,389,187,246,105,,1,5,1,1,,84.2,54.09,4.97,40.18,,71.57,43.27,4.08,34.15,,15,20,18,15,,71.57,216.36,4.08,34.15,,,
65e723db2b05f3456f8e3e9e,195,2023-11-17,In preparation,154.33,Bank transfer,470,6,2023-11-17,22:52,2023-11-17,,,-305,195,-305,-305,,,,312,143,,,,1,5,,,,13.27,41.82,,,,7.96,29.27,,,,40,30,,,,7.96,146.37,,,,,
65e723db2b05f3456f8e3e9f,196,2023-07-09,In delivery,496.31,Credit card,100,8,2023-07-15,23:24,2023-07-09,2023-07-10,2023-07-11,-304,196,-304,-304,-304,,,234,411,124,,,5,1,2,,,98.38,15.11,27.36,,,88.54,9.82,21.89,,,10,35,20,,,442.71,9.82,43.78,,,2023-07-12,
65e723db2b05f3456f8e3ea0,197,2023-04-22,Shipped,770.72,Credit card,397,22,2023-04-26,12:28,2023-04-22,2023-04-23,2023-04-24,-303,197,-303,-303,-303,-303,-303,186,214,383,69,319,5,4,4,4,5,62.41,26.62,85.13,24.1,11.87,56.17,23.96,68.1,19.28,8.9,10,10,20,20,25,280.84,95.83,272.42,77.12,44.51,,
65e723db2b05f3456f8e3ea1,198,2023-12-05,Shipped,433.5,Bank transfer,235,15,2023-12-10,17:58,2023-12-05,2023-12-06,2023-12-07,-302,198,-302,-302,-302,-302,-302,407,16,196,33,118,2,3,3,5,2,74.93,3.71,82.65,25.42,32.73,67.44,2.97,49.59,20.34,19.64,10,20,40,20,40,134.87,8.9,148.77,101.68,39.28,,
65e723db2b05f3456f8e3ea2,199,2023-04-25,In delivery,39.61,Credit card,78,4,2023-04-28,20:43,2023-04-25,2023-04-26,2023-04-27,-301,199,-301,-301,,,,67,164,,,,1,3,,,,10.75,22.11,,,,6.45,11.05,,,,40,50,,,,6.45,33.16,,,,2023-04-28,
65e723db2b05f3456f8e3ea3,200,2024-02-01,Delivered,94.93,Credit card,282,8,2024-02-02,23:32,2024-02-01,2024-02-02,2024-02-03,-300,200,-300,-300,-300,-300,-300,80,37,8,264,301,1,4,1,1,1,11.79,9.46,19.4,45.32,15.35,10.61,8.04,9.7,31.72,10.74,10,15,50,30,30,10.61,32.16,9.7,31.72,10.74,2024-02-04,2024-02-05
65e723db2b05f3456f8e3ea4,201,2023-07-09,Shipped,537.44,Credit card,343,14,2023-07-16,22:14,2023-07-09,2023-07-10,2023-07-11,-299,201,-299,-299,-299,,,427,114,187,,,5,4,5,,,61.05,29.57,54.09,,,48.84,19.22,43.27,,,20,35,20,,,244.2,76.88,216.36,,,,
65e723db2b05f3456f8e3ea5,202,2023-09-12,Shipped,340.48,Cheque,154,9,2023-09-12,2:7,2023-09-12,2023-09-13,2023-09-14,-298,202,-298,-298,-298,,,89,496,101,,,5,2,2,,,66.55,0.16,87.87,,,39.93,0.12,70.3,,,40,25,20,,,199.65,0.24,140.59,,,,
65e723db2b05f3456f8e3ea6,203,2023-03-20,Delivered,105.82,Cheque,359,6,2023-03-21,5:44,2023-03-20,2023-03-21,2023-03-22,-297,203,-297,-297,,,,397,148,,,,5,1,,,,14.8,62.9,,,,11.1,50.32,,,,25,20,,,,55.5,50.32,,,,2023-03-23,2023-03-24
65e723db2b05f3456f8e3ea7,204,2023-06-05,Shipped,276.32,PayPal,247,5,2023-06-11,12:12,2023-06-05,2023-06-06,2023-06-07,-296,204,-296,,,,,282,,,,,5,,,,,69.08,,,,,55.26,,,,,20,,,,,276.32,,,,,,
65e723db2b05f3456f8e3ea8,205,2023-12-17,In delivery,271.11,Bank transfer,132,5,2023-12-19,11:34,2023-12-17,2023-12-18,2023-12-19,-295,205,-295,,,,,22,,,,,5,,,,,63.79,,,,,54.22,,,,,15,,,,,271.11,,,,,2023-12-20,
65e723db2b05f3456f8e3ea9,206,2023-07-29,In delivery,65.16,Bank transfer,106,2,2023-08-03,14:20,2023-07-29,2023-07-30,2023-07-31,-294,206,-294,,,,,399,,,,,2,,,,,36.2,,,,,32.58,,,,,10,,,,,65.16,,,,,2023-08-01,
65e723db2b05f3456f8e3eaa,207,2023-05-20,Delivered,470.01,Cheque,129,9,2023-05-25,13:22,2023-05-20,2023-05-21,2023-05-22,-293,207,-293,-293,-293,,,75,89,384,,,1,3,5,,,92.55,66.55,80.23,,,69.41,39.93,56.16,,,25,40,30,,,69.41,119.79,280.81,,,2023-05-23,2023-05-24
65e723db2b05f3456f8e3eab,208,2023-10-11,Delivered,311.52,Cheque,289,4,2023-10-12,9:45,2023-10-11,2023-10-12,2023-10-13,-292,208,-292,,,,,262,,,,,4,,,,,97.35,,,,,77.88,,,,,20,,,,,311.52,,,,,2023-10-14,2023-10-15
65e723db2b05f3456f8e3eac,209,2023-10-01,Delivered,291.02,Cheque,97,10,2023-10-02,9:47,2023-10-01,2023-10-02,2023-10-03,-291,209,-291,-291,-291,-291,,490,67,286,484,,3,1,2,4,,1.88,10.75,51.76,71.88,,1.5,6.45,46.58,46.72,,20,40,10,35,,4.51,6.45,93.17,186.89,,2023-10-04,2023-10-05
65e723db2b05f3456f8e3ead,210,2023-03-27,In shipment,314.35,Bank transfer,172,11,2023-03-31,0:17,2023-03-27,2023-03-28,,-290,210,-290,-290,-290,-290,,386,296,4,450,,3,3,4,1,,23.21,55.58,40.51,1.19,,19.73,38.91,34.43,0.71,,15,30,15,40,,59.19,116.72,137.73,0.71,,,
65e723db2b05f3456f8e3eae,211,2023-08-12,In delivery,123.3,PayPal,317,6,2023-08-13,21:22,2023-08-12,2023-08-13,2023-08-14,-289,211,-289,-289,,,,366,417,,,,5,1,,,,25.4,10.59,,,,22.86,9,,,,10,15,,,,114.3,9,,,,2023-08-15,
65e723db2b05f3456f8e3eaf,212,2024-01-16,Delivered,293.07,Bank transfer,386,8,2024-01-19,5:48,2024-01-16,2024-01-17,2024-01-18,-288,212,-288,-288,-288,,,114,430,184,,,3,2,3,,,29.57,71.23,42.34,,,19.22,60.55,38.11,,,35,15,10,,,57.66,121.09,114.32,,,2024-01-19,2024-01-20
65e723db2b05f3456f8e3eb0,213,2023-10-27,In delivery,422.35,Bank transfer,66,7,2023-10-28,21:45,2023-10-27,2023-10-28,2023-10-29,-287,213,-287,-287,,,,442,432,,,,4,3,,,,93.87,68.79,,,,79.79,34.4,,,,15,50,,,,319.16,103.19,,,,2023-10-30,
65e723db2b05f3456f8e3eb1,214,2024-03-04,In preparation,355.03,Bank transfer,353,5,2024-03-06,20:24,2024-03-04,,,-286,214,-286,-286,,,,316,180,,,,2,3,,,,99.75,68.69,,,,84.79,61.82,,,,15,10,,,,169.57,185.46,,,,,
65e723db2b05f3456f8e3eb2,215,2023-09-05,In preparation,255.71,Cheque,24,4,2023-09-07,15:39,2023-09-05,,,-285,215,-285,,,,,377,,,,,4,,,,,79.91,,,,,63.93,,,,,20,,,,,255.71,,,,,,
65e723db2b05f3456f8e3eb3,216,2023-05-01,In preparation,125.71,Credit card,427,6,2023-05-02,13:32,2023-05-01,,,-284,216,-284,-284,,,,482,79,,,,5,1,,,,16.7,84.15,,,,13.36,58.91,,,,20,30,,,,66.8,58.91,,,,,
65e723db2b05f3456f8e3eb4,217,2023-05-19,In preparation,820.08,Bank transfer,75,11,2023-05-24,17:28,2023-05-19,,,-283,217,-283,-283,-283,-283,,96,11,175,497,,4,1,1,5,,88.65,73.54,78.13,95.33,,75.35,58.83,54.69,81.03,,15,20,30,15,,301.41,58.83,54.69,405.15,,,
65e723db2b05f3456f8e3eb5,218,2023-04-28,Shipped,958.44,Bank transfer,65,19,2023-04-29,13:58,2023-04-28,2023-04-29,2023-04-30,-282,218,-282,-282,-282,-282,-282,445,326,410,48,88,4,3,5,2,5,59.62,94.61,78.5,42.64,31.34,53.66,85.15,64.37,36.24,18.8,10,10,18,15,40,214.63,255.45,321.85,72.49,94.02,,
65e723db2b05f3456f8e3eb6,219,2024-01-10,In delivery,69.49,Cheque,66,1,2024-01-16,16:53,2024-01-10,2024-01-11,2024-01-12,-281,219,-281,,,,,229,,,,,1,,,,,92.65,,,,,69.49,,,,,25,,,,,69.49,,,,,2024-01-13,
65e723db2b05f3456f8e3eb7,220,2023-05-15,In shipment,188.84,PayPal,371,11,2023-05-21,2:20,2023-05-15,2023-05-16,,-280,220,-280,-280,-280,-280,-280,352,134,287,450,168,4,1,4,1,1,0.21,68.35,21.87,1.19,67.57,0.18,51.26,19.68,0.71,57.43,15,25,10,40,15,0.71,51.26,78.73,0.71,57.43,,
65e723db2b05f3456f8e3eb8,221,2023-10-11,In preparation,90.42,Cheque,136,3,2023-10-15,14:14,2023-10-11,,,-279,221,-279,,,,,121,,,,,3,,,,,33.49,,,,,30.14,,,,,10,,,,,90.42,,,,,,
65e723db2b05f3456f8e3eb9,222,2023-07-13,In preparation,609.4,Cheque,338,15,2023-07-19,7:4,2023-07-13,,,-278,222,-278,-278,-278,-278,-278,168,58,302,334,351,2,4,5,3,1,67.57,77.85,4.48,91.26,11.99,57.43,62.28,3.36,73.01,9.59,15,20,25,20,20,114.87,249.12,16.8,219.02,9.59,,
65e723db2b05f3456f8e3eba,223,2024-01-16,In preparation,135.21,Credit card,82,5,2024-01-19,16:26,2024-01-16,,,-277,223,-277,,,,,276,,,,,5,,,,,38.63,,,,,27.04,,,,,30,,,,,135.21,,,,,,
65e723db2b05f3456f8e3ebb,224,2023-11-04,Delivered,266.86,Bank transfer,105,7,2023-11-11,22:18,2023-11-04,2023-11-05,2023-11-06,-276,224,-276,-276,-276,,,4,279,220,,,3,1,3,,,40.51,91.18,45.28,,,34.43,82.06,27.17,,,15,10,40,,,103.3,82.06,81.5,,,2023-11-07,2023-11-08
65e723db2b05f3456f8e3ebc,225,2023-08-04,Shipped,432.84,PayPal,96,12,2023-08-06,14:26,2023-08-04,2023-08-05,2023-08-06,-275,225,-275,-275,-275,-275,-275,23,273,64,489,62,3,2,1,1,5,27.02,89.72,51.4,47.12,43.68,18.91,71.78,33.41,35.34,32.76,30,20,35,25,25,56.74,143.55,33.41,35.34,163.8,,
65e723db2b05f3456f8e3ebd,226,2023-10-15,In preparation,415.02,Credit card,346,11,2023-10-21,2:58,2023-10-15,,,-274,226,-274,-274,-274,-274,,18,305,28,356,,4,3,2,2,,69.85,40.62,60.83,0.73,,59.37,34.53,36.5,0.47,,15,15,40,35,,237.49,103.58,73,0.95,,,
65e723db2b05f3456f8e3ebe,227,2024-01-03,In preparation,583.67,Credit card,307,16,2024-01-06,22:10,2024-01-03,,,-273,227,-273,-273,-273,-273,-273,221,40,364,443,175,3,4,2,5,2,52.57,43.26,62.87,34.51,78.13,43.11,25.96,51.55,27.61,54.69,18,40,18,20,30,129.32,103.82,103.11,138.04,109.38,,
65e723db2b05f3456f8e3ebf,228,2023-05-01,Shipped,221.43,Cheque,436,8,2023-05-02,3:42,2023-05-01,2023-05-02,2023-05-03,-272,228,-272,-272,-272,,,306,84,91,,,2,2,4,,,61.41,56.61,16.54,,,46.06,48.12,8.27,,,25,15,50,,,92.11,96.24,33.08,,,,
65e723db2b05f3456f8e3ec0,229,2024-01-19,In preparation,323.71,PayPal,226,12,2024-01-22,7:37,2024-01-19,,,-271,229,-271,-271,-271,,,227,24,143,,,5,2,5,,,25.03,40.44,41.82,,,22.53,32.35,29.27,,,10,20,30,,,112.64,64.7,146.37,,,,
65e723db2b05f3456f8e3ec1,230,2024-01-05,In shipment,346.36,Cheque,442,9,2024-01-07,2:26,2024-01-05,2024-01-06,,-270,230,-270,-270,-270,,,240,222,203,,,1,4,4,,,41.22,5.33,81.05,,,37.1,4.37,72.94,,,10,18,10,,,37.1,17.48,291.78,,,,
65e723db2b05f3456f8e3ec2,231,2023-08-21,In preparation,35.39,Cheque,451,4,2023-08-27,3:15,2023-08-21,,,-269,231,-269,,,,,401,,,,,4,,,,,10.41,,,,,8.85,,,,,15,,,,,35.39,,,,,,
65e723db2b05f3456f8e3ec3,232,2023-03-14,In shipment,507.26,Bank transfer,304,10,2023-03-17,15:41,2023-03-14,2023-03-15,,-268,232,-268,-268,-268,-268,,419,123,278,262,,1,4,1,4,,80.94,25.14,87.88,97.35,,60.7,15.08,74.7,77.88,,25,40,15,20,,60.7,60.34,74.7,311.52,,,
65e723db2b05f3456f8e3ec4,233,2024-01-27,Delivered,433.53,Bank transfer,241,13,2024-01-31,0:57,2024-01-27,2024-01-28,2024-01-29,-267,233,-267,-267,-267,-267,,50,425,405,147,,2,4,2,5,,99.78,70.98,37.45,4.87,,94.79,42.59,30.71,2.44,,5,40,18,50,,189.58,170.35,61.42,12.18,,2024-01-30,2024-01-31
65e723db2b05f3456f8e3ec5,234,2023-03-16,In preparation,649.39,PayPal,254,14,2023-03-21,21:24,2023-03-16,,,-266,234,-266,-266,-266,-266,,444,20,386,441,,4,2,5,3,,92.97,48.56,23.21,85.91,,74.38,36.42,19.73,60.14,,20,25,15,30,,297.5,72.84,98.64,180.41,,,
65e723db2b05f3456f8e3ec6,235,2023-10-01,In preparation,55.33,Credit card,74,2,2023-10-02,20:16,2023-10-01,,,-265,235,-265,,,,,256,,,,,2,,,,,33.74,,,,,27.67,,,,,18,,,,,55.33,,,,,,
65e723db2b05f3456f8e3ec7,236,2023-03-06,In delivery,352.67,Cheque,173,7,2023-03-09,9:58,2023-03-06,2023-03-07,2023-03-08,-264,236,-264,-264,-264,-264,,89,82,189,225,,1,2,3,1,,66.55,52.19,81.86,61.38,,39.93,42.8,57.3,55.24,,40,18,30,10,,39.93,85.59,171.91,55.24,,2023-03-09,
65e723db2b05f3456f8e3ec8,237,2024-01-18,In preparation,51.61,Bank transfer,405,2,2024-01-24,15:59,2024-01-18,,,-263,237,-263,,,,,350,,,,,2,,,,,30.36,,,,,25.81,,,,,15,,,,,51.61,,,,,,
65e723db2b05f3456f8e3ec9,238,2023-06-12,Shipped,473.19,Credit card,10,12,2023-06-17,0:55,2023-06-12,2023-06-13,2023-06-14,-262,238,-262,-262,-262,,,327,8,399,,,4,3,5,,,93.73,19.4,36.2,,,70.3,9.7,32.58,,,25,50,10,,,281.19,29.1,162.9,,,,
65e723db2b05f3456f8e3eca,239,2023-12-13,Shipped,45.54,Bank transfer,276,6,2023-12-16,8:42,2023-12-13,2023-12-14,2023-12-15,-261,239,-261,-261,,,,103,67,,,,1,5,,,,16.61,10.75,,,,13.29,6.45,,,,20,40,,,,13.29,32.25,,,,,
