x,y,place,population,surface,Environnement,Transports,Sécurité,Santé,Sports et loisirs,Culture,Enseignement,Commerces,Qualité de vie
-0.16126381,0.7395746,Ligueux,204,6.89,5.37,8.89,7.03,3.18,3.91,5.35,5.75,1.66,8.13
-0.16336069,0.7613934,Ligugé,2817,22.92,3.53,7.34,5.37,8.9,5.54,5.24,1.74,6.48,3.27
-0.1258779,0.81379503,Lihons,377,12.35,1.74,6.79,8.58,5.74,0.78,4.07,1.85,2.98,4.83
-0.13449268,0.8112549,Lihus,309,,8.25,9.35,,1.72,9.77,9.48,1.44,7.05,4.83
-0.1675211,0.7048808,Lilhac,90,7.34,8.56,9.71,2.48,0.13,9.53,1.01,8.35,5.43,5.51
-0.1207313,0.8272557,Lille,184657,25.34,9.84,1.28,8.34,7.72,1.02,8.79,9.99,0.3,7.31
-0.15151893,0.8126565,Lillebonne,9738,14.7,3.8,3.48,8.86,0.76,1.52,7.85,7.28,5.67,4.88
-0.18160431,0.8015762,Lillemer,203,3.81,8.78,3.86,9.81,4.52,8.47,8.44,2.1,4.79,1.71
-0.1270596,0.82707083,Lillers,9775,26.71,3.84,7.26,6.51,8.12,7.35,0.83,4.64,0.08,9.58
-0.1403573,0.80869365,Lilly,74,6.06,5.3,2.09,7.25,1.42,0.32,6.09,4.57,9.46,1.1
-0.16646779,0.7550978,Limalonges,809,24.43,2.05,7.37,9.61,6.46,0.93,5.78,4.02,4.9,1.37
-0.10412541,0.70802903,Limans,289,21.04,9.41,9.55,3.37,8.02,6.31,2.74,7.4,9.39,9.69
-0.12184179,0.7631032,Limanton,300,46.85,2.83,1.27,0.38,7.51,8.13,3.26,4.41,4.37,9.42
-0.11262594,0.743977,Limas,4151,5.62,8.19,0.49,9.25,3.67,7.37,7.62,2.87,2.57,1.04
-0.13969766,0.8013064,Limay,15709,11.64,1.13,6.26,4.12,1.51,0.47,5.88,7.45,3.04,5.49
-0.1553304,0.6980586,Limbrassac,98,12.48,3.71,9.39,6.65,5.97,4.06,7.81,8.22,9.48,8.65
-0.118422404,0.8038355,Limé,153,5.52,5.23,1.63,6.75,1.37,7.19,7.68,7.07,2.69,3.64
-0.13194829,0.7956377,Limeil-Brévannes,17529,6.99,9.78,6.01,8.59,3.19,8.85,4.66,5.89,6.62,3.43
-0.17998275,0.707035,Limendous,381,7.62,2.76,5.4,0.92,2.55,6.79,9.54,4.39,6.58,4.62
-0.15209344,0.7761189,Limeray,945,13.86,1.49,9.3,5.55,1.0,0.71,4.75,7.99,8.7,8.8
-0.07354117,0.78350616,Limersheim,579,5.6,5.04,8.45,6.63,9.44,8.12,3.67,1.68,0.2,6.5
-0.19062534,0.78689677,Limerzel,1134,25.26,6.58,2.51,2.15,2.98,3.82,9.75,0.38,6.05,2.56
-0.14690623,0.81347144,Limésy,1306,15.07,4.95,5.88,7.6,5.74,7.29,9.45,2.89,3.32,6.14
-0.14155892,0.80276513,Limetz-Villez,1753,9.53,0.06,3.48,6.0,5.58,6.73,5.54,9.4,2.85,3.48
-0.16167933,0.732171,Limeuil,315,10.37,3.28,8.23,8.04,2.9,8.06,4.07,4.02,6.98,2.88
-0.13582996,0.8187905,Limeux,129,8.68,7.67,8.03,4.97,2.06,6.94,0.83,3.9,2.18,5.46
-0.14077504,0.76739705,Limeux,145,,3.86,1.71,,1.75,4.97,2.59,5.88,8.92,4.78
-0.09282892,0.7929481,Limey-Remenauville,209,18.78,5.41,3.12,1.69,7.24,2.92,0.89,6.17,2.94,9.36
-0.1597649,0.7366761,Limeyrat,436,20.1,7.48,1.49,5.57,2.69,7.67,0.79,8.48,4.87,6.94
-0.1543973,0.7476503,Limoges,133968,79.87,7.77,4.73,6.46,7.15,3.88,6.98,8.32,4.84,9.02
-0.13015126,0.7932361,Limoges-Fourches,297,7.99,5.87,9.56,8.79,0.42,1.76,3.14,5.34,6.62,6.59
-0.15234339,0.7219041,Limogne-en-Quercy,724,,3.83,8.29,,2.24,8.12,0.43,9.05,5.49,7.74
-0.13070975,0.7588191,Limoise,157,12.68,7.61,7.69,2.84,6.2,1.06,3.17,1.53,9.27,7.14
-0.12612903,0.76331747,Limon,168,,4.52,5.38,,2.7,8.35,7.09,6.96,3.41,0.12
-0.112159535,0.74149895,Limonest,2733,8.96,1.95,1.52,3.24,9.97,0.68,9.13,6.35,5.1,4.98
-0.12779172,0.745979,Limons,628,15.71,5.67,0.96,3.89,2.4,8.13,1.67,5.26,1.88,2.86
-0.11210424,0.818623,Limont-Fontaine,599,6.79,2.42,5.97,1.22,3.3,1.19,6.68,5.14,3.1,5.86
-0.11336069,0.7331343,Limony,606,7.43,3.57,0.47,2.13,9.0,6.3,9.79,6.19,1.42,8.46
-0.13679196,0.7946003,Limours,6465,14.32,9.21,3.73,0.57,2.98,7.16,1.19,5.99,7.68,6.08
-0.14740488,0.7023797,Limousis,104,10.31,0.22,8.67,5.34,3.41,5.47,1.9,9.62,9.48,2.07
-0.15046832,0.69792086,Limoux,9411,32.55,1.66,2.83,3.49,2.31,6.32,6.54,4.37,2.29,5.27
-0.15133877,0.81565946,Limpiville,340,4.2,7.94,7.15,4.39,0.51,7.62,4.29,9.78,9.61,8.22
-0.14736427,0.7258449,Linac,218,12.23,2.5,7.16,7.25,8.82,0.14,4.95,1.77,3.6,1.83
-0.14553837,0.75550556,Linard,204,12.57,9.8,0.25,5.32,1.96,9.1,9.88,1.53,6.26,1.64
-0.1514759,0.7448268,Linards,1058,36.37,2.6,3.83,5.14,8.16,1.58,0.19,3.25,9.96,5.99
-0.169012,0.7471731,Linars,2110,6.01,5.08,6.17,5.27,9.73,0.01,0.23,8.05,6.87,5.11
-0.13461898,0.7940081,Linas,4970,7.57,9.8,4.83,5.36,6.01,4.47,9.74,9.39,0.94,9.17
-0.09895963,0.8065354,Linay,210,7.34,2.93,9.24,0.4,8.56,8.88,8.58,2.16,4.24,3.31
-0.16622303,0.75565946,Linazay,194,9.26,2.35,3.07,1.68,9.92,0.24,4.34,0.25,1.36,2.49
-0.14682464,0.815176,Lindebeuf,283,4.63,7.98,1.99,7.53,8.08,3.8,1.52,3.23,7.85,8.32
-0.083266445,0.79048204,Lindre-Basse,231,10.99,4.12,0.65,2.16,1.47,2.21,0.18,0.95,3.38,5.26
-0.08324259,0.7906947,Lindre-Haute,57,2.41,7.61,8.94,2.69,8.52,0.5,7.8,3.95,2.48,4.62
-0.12361622,0.7776538,Lindry,950,15.15,6.22,3.88,6.99,6.4,0.81,3.79,8.87,7.02,4.42
-0.08816472,0.7723338,Linexert,139,1.96,6.48,8.73,4.33,4.14,5.53,2.72,3.46,1.39,1.82
-0.15370144,0.76388913,Lingé,238,37.98,5.53,2.42,9.58,6.56,2.42,3.94,3.5,2.44,3.66
-0.17155357,0.80259,Lingeard,86,3.63,9.66,6.04,3.55,8.56,6.0,0.55,8.53,4.37,3.47
-0.1661041,0.8092738,Lingèvres,458,14.48,8.14,7.95,4.67,3.43,2.96,6.28,1.36,8.8,8.59
-0.12820812,0.8277716,Linghem,230,3.67,6.03,3.29,0.24,8.36,2.91,2.73,9.06,3.58,5.32
-0.072980225,0.7851908,Lingolsheim,16860,5.73,4.1,1.97,9.34,0.56,8.56,8.07,4.49,1.55,1.98
-0.17643017,0.8074218,Lingreville,920,9.09,1.66,9.22,0.07,9.58,2.0,5.19,4.35,2.29,0.71
-0.059038207,0.6740899,Linguizzetta,939,65.25,3.26,5.06,9.73,6.87,4.73,3.82,3.42,6.58,1.96
-0.16327097,0.77819014,Linières-Bouton,93,9.94,1.91,5.61,7.84,7.45,3.22,3.07,10.0,8.93,7.55
-0.16060135,0.7625665,Liniers,486,16.2,2.13,7.49,2.95,6.53,3.62,3.66,7.24,4.2,3.12
-0.1450954,0.76720357,Liniez,305,27.07,5.96,0.18,1.45,4.82,8.1,0.36,1.8,3.61,3.84
-0.07786005,0.7671846,Linsdorf,305,3.4,7.56,8.37,5.37,3.16,6.88,4.67,2.7,9.89,4.53
-0.12009941,0.82908994,Linselles,7876,11.79,6.56,1.87,6.01,4.81,9.8,2.99,5.02,0.09,8.33
-0.08033882,0.77528477,Linthal,575,21.05,6.71,6.37,3.25,3.43,4.97,1.6,1.08,3.09,4.81
-0.11677742,0.79287416,Linthelles,130,11.12,9.64,6.09,3.04,2.63,7.32,4.14,1.2,6.2,7.77
-0.116446756,0.79310393,Linthes,124,9.28,0.5,6.13,6.32,3.28,0.56,5.83,4.26,7.4,6.27
-0.151004,0.8133342,Lintot,413,8.09,2.21,1.04,0.35,2.52,6.53,2.56,1.52,9.02,0.63
-0.14467473,0.81642866,Lintot-les-Bois,151,2.88,0.96,2.13,6.67,5.62,9.03,8.24,0.85,5.95,0.42
-0.19104768,0.7206696,Linxe,1056,81.34,8.42,1.65,1.07,4.97,8.9,9.65,4.59,1.98,4.66
-0.09975563,0.8020106,Liny-devant-Dun,181,11.34,7.05,9.98,6.9,8.24,6.31,3.98,0.59,5.78,2.98
-0.13070217,0.8237034,Linzeux,148,4.79,9.37,3.4,0.95,6.23,5.49,2.38,7.57,6.6,2.61
-0.08768435,0.79283464,Liocourt,126,3.2,1.81,2.61,3.74,5.32,4.04,4.74,1.9,0.87,8.07
-0.13628133,0.81600064,Liomer,370,3.85,2.21,0.71,3.39,0.71,1.06,9.41,0.89,1.61,5.11
-0.099321924,0.80294883,Lion-devant-Dun,152,15.73,3.49,2.38,1.2,3.71,2.05,9.96,4.7,3.72,9.0
-0.13981712,0.7860561,Lion-en-Beauce,97,7.05,3.28,6.59,4.15,3.55,6.24,4.5,7.58,1.24,1.31
-0.13456899,0.777969,Lion-en-Sullias,336,,1.28,9.21,,5.05,8.75,2.42,7.43,8.47,4.3
-0.16173448,0.810653,Lion-sur-Mer,2401,4.79,3.9,1.34,3.21,9.11,6.36,3.35,3.61,9.76,8.41
-0.164624,0.73288345,Liorac-sur-Louyre,247,20.73,5.65,2.73,8.45,4.03,0.7,8.74,7.36,2.24,9.82
-0.1259966,0.7091368,Liouc,121,9.55,1.02,3.14,3.03,1.58,1.96,0.02,0.12,5.25,6.0
-0.15038107,0.73100674,Liourdres,182,5.81,6.35,1.5,7.11,7.4,7.92,3.56,0.62,5.93,1.25
-0.10956907,0.7079961,Lioux,248,38.81,3.03,4.69,2.09,7.41,3.45,7.3,9.83,5.5,6.49
-0.13972192,0.74736446,Lioux-les-Monges,42,7.46,2.29,6.82,7.51,6.2,5.71,7.63,1.34,6.39,7.57
-0.18514064,0.72652465,Liposthey,323,24.1,3.05,7.88,2.26,1.36,0.79,6.92,6.82,9.77,8.03
-0.073235445,0.78407556,Lipsheim,2268,4.97,8.92,4.24,3.18,0.08,0.04,6.44,8.59,8.28,3.47
-0.11703182,0.71043825,Lirac,737,,3.47,0.74,,4.13,1.65,6.75,6.39,8.05,0.11
-0.17798391,0.778997,Liré,2154,32.13,7.19,7.28,4.09,9.1,8.56,5.38,4.05,5.64,2.11
-0.11551285,0.78281665,Lirey,94,4.84,4.4,6.57,1.14,2.47,0.37,4.7,6.12,0.14,1.44
-0.09459061,0.7770146,Lironcourt,65,4.84,0.44,2.76,4.99,8.33,6.91,8.26,2.11,4.46,0.19
-0.092720866,0.79261845,Lironville,82,,8.88,3.84,,8.93,3.68,7.04,6.8,2.33,3.63
-0.105959326,0.8019184,Liry,96,12.87,8.84,7.75,0.91,2.81,6.17,1.85,1.3,8.43,7.99
-0.13011926,0.82653147,Lisbourg,587,18.01,4.07,1.92,6.74,7.08,2.25,3.41,8.34,8.93,5.61
-0.15615572,0.8068177,Lisieux,23166,13.07,2.81,8.98,4.65,4.69,3.6,6.58,0.12,9.37,6.28
-0.16463009,0.7396423,Lisle,909,,4.19,4.18,,8.2,1.07,5.21,9.26,8.78,3.6
-0.15003411,0.78274035,Lisle,194,6.63,1.04,9.8,2.17,2.03,3.87,7.18,2.61,8.95,8.9
-0.10154091,0.7941266,Lisle-en-Barrois,50,29.04,9.95,9.19,1.02,1.69,7.64,4.05,7.22,7.97,9.76
-0.10280074,0.79109865,Lisle-en-Rigault,532,10.54,8.75,6.07,6.54,4.83,3.98,2.21,6.82,0.1,6.62
-0.15335056,0.7124703,Lisle-sur-Tarn,3683,85.97,5.65,8.9,0.7,1.18,5.22,0.49,8.7,7.6,1.54
-0.11223985,0.80941844,Lislet,232,8.2,1.02,1.65,2.3,0.94,7.63,5.91,3.77,1.13,2.2
-0.17000672,0.8113577,Lison,453,10.93,6.02,5.34,0.59,8.61,7.02,9.54,9.65,4.29,2.72
-0.15697019,0.80370426,Lisores,260,11.86,8.47,4.54,8.51,0.21,6.54,2.01,3.2,3.78,7.56
-0.14158453,0.8078839,Lisors,332,10.82,8.67,1.18,0.65,6.19,7.02,0.31,9.32,9.36,0.13
-0.15875822,0.7030702,Lissac,176,3.82,2.61,9.2,0.88,8.91,6.84,7.05,1.04,6.97,1.12
-0.12594889,0.730938,Lissac,239,12.13,7.66,2.52,1.94,5.81,8.05,2.54,7.09,3.3,6.06
-0.1490368,0.7254468,Lissac-et-Mouret,786,,7.75,0.32,,2.27,8.9,9.69,5.53,1.59,1.43
-0.15408096,0.73468894,Lissac-sur-Couze,527,12.59,3.44,1.64,0.24,8.84,7.11,5.3,0.64,9.96,7.03
-0.13757332,0.76506644,Lissay-Lochy,190,22.36,4.51,9.5,3.31,1.64,0.31,1.56,9.39,1.45,0.35
-0.10721486,0.7933656,Lisse-en-Champagne,99,8.53,9.22,7.89,2.41,8.94,3.63,1.52,1.4,8.44,7.82
-0.1329628,0.79316264,Lisses,7206,10.43,5.91,3.33,6.63,9.44,7.16,1.49,3.61,4.54,9.3
-0.1338532,0.74844944,Lisseuil,95,6.92,1.23,0.37,6.94,2.16,5.81,5.93,3.98,2.23,5.15
-0.0980665,0.8021214,Lissey,135,9.96,5.17,6.44,5.66,1.17,5.4,7.57,3.14,5.26,3.32
-0.11245238,0.7420436,Lissieu,3090,5.8,4.95,3.14,5.27,9.49,1.52,0.16,7.5,2.32,3.39
-0.12980387,0.79318315,Lissy,171,6.72,1.06,0.02,7.43,4.19,1.05,2.31,9.66,3.88,4.55
-0.17237143,0.7319416,Listrac-de-Durèze,113,,2.59,6.09,,0.2,6.24,7.41,9.76,7.01,5.16
-0.18144564,0.73921233,Listrac-Médoc,1854,60.86,2.19,5.22,0.63,1.98,7.9,2.4,1.2,4.17,9.49
-0.1907973,0.7226092,Lit-et-Mixe,1441,110.86,6.81,4.9,2.42,0.29,2.57,1.9,6.02,6.04,7.48
-0.17468198,0.8132719,Lithaire,519,14.29,4.22,5.63,9.18,3.74,9.36,9.66,2.46,9.2,7.93
-0.16874401,0.8093997,Litteau,214,6.99,8.19,7.44,4.95,9.34,4.2,6.0,3.46,2.11,0.06
-0.07492822,0.7884087,Littenheim,220,4.19,7.74,2.02,8.13,4.27,9.83,9.84,2.16,9.94,5.5
-0.13180435,0.8075029,Litz,325,9.75,0.86,0.46,4.06,2.6,0.7,0.23,6.85,8.46,1.22
-0.16110718,0.79652977,Livaie,170,12.55,2.35,7.94,9.25,0.72,1.37,1.91,6.05,3.54,1.4
-0.1574417,0.8045838,Livarot,2516,12.23,0.83,3.19,5.55,9.14,4.86,7.77,8.34,0.13,8.64
-0.09117166,0.79038286,Liverdun,6390,25.3,8.63,7.4,4.96,6.07,0.19,1.7,6.75,1.33,7.01
-0.12870248,0.79431474,Liverdy-en-Brie,1031,9.16,7.17,1.23,3.51,2.2,5.02,6.39,9.9,7.71,6.14
-0.15073432,0.7260862,Livernon,465,26.23,1.57,3.24,0.1,7.18,8.06,0.99,1.78,1.8,5.66
-0.15027086,0.7154793,Livers-Cazelles,226,13.26,8.59,4.65,8.32,9.97,2.27,6.76,3.07,2.21,5.82
-0.1673405,0.79046124,Livet,111,11.28,4.46,2.14,9.98,5.86,6.73,6.26,1.72,8.74,3.28
-0.15881747,0.79334444,Livet-en-Saosnois,71,1.66,5.62,3.59,2.08,9.24,4.6,3.86,4.61,10.0,3.23
-0.09947921,0.72722286,Livet-et-Gavet,1365,62.16,8.1,0.46,7.75,3.06,8.92,2.74,8.89,2.78,7.89
-0.15103014,0.8074375,Livet-sur-Authou,155,3.98,0.96,0.32,1.75,6.93,1.19,3.12,0.64,0.68,4.17
-0.13531907,0.8023381,Livilliers,367,6.56,1.38,2.53,6.78,9.44,6.33,8.32,7.73,9.76,9.07
-0.14614092,0.72437006,Livinhac-le-Haut,1126,10.91,6.46,4.44,3.3,0.98,4.83,7.43,0.62,6.5,9.11
-0.1740404,0.7877802,Livré,787,30.11,6.3,7.64,6.44,8.01,1.55,8.27,4.21,2.04,3.78
-0.17695357,0.79437715,Livré-sur-Changeon,1137,26.82,2.02,4.22,1.99,8.88,3.41,8.47,2.28,2.49,4.7
-0.1796523,0.7060663,Livron,298,7.63,4.01,4.51,9.76,4.14,7.2,8.48,4.48,1.5,8.2
-0.11357351,0.72294426,Livron-sur-Drôme,7759,41.73,0.3,7.52,7.32,3.01,2.54,0.87,9.75,5.58,3.63
-0.16734178,0.8083348,Livry,705,23.95,2.03,0.94,2.24,6.69,1.93,8.6,6.37,9.95,8.12
-0.13019958,0.76048654,Livry,582,26.97,3.7,4.54,3.47,2.16,7.36,3.71,8.33,9.93,1.58
-0.13101262,0.79856366,Livry-Gargan,37288,7.35,5.55,1.01,7.46,3.82,7.79,1.82,7.0,5.5,6.49
-0.11034665,0.79904175,Livry-Louvercy,797,30.72,9.07,7.35,2.72,1.25,8.86,6.23,1.84,5.41,1.41
-0.13022293,0.79121554,Livry-sur-Seine,1880,5.41,9.92,7.46,9.71,8.51,3.96,6.52,7.9,0.21,6.28
-0.074107066,0.78950423,Lixhausen,260,3.42,3.22,9.87,9.3,5.76,8.67,6.14,9.92,4.91,5.72
-0.07882414,0.7895636,Lixheim,572,4.21,6.62,4.64,4.99,2.38,3.23,5.11,5.03,8.7,5.12
-0.079872064,0.7963574,Lixing-lès-Rouhling,830,4.28,8.15,7.87,5.01,2.31,4.58,9.21,2.88,0.43,9.47
-0.082810216,0.79455185,Lixing-lès-Saint-Avold,720,6.26,1.17,8.76,0.65,1.04,9.3,8.55,2.58,8.83,5.79
-0.1262293,0.7857617,Lixy,345,12.24,6.35,8.86,5.17,2.14,1.45,7.4,4.86,5.5,6.12
-0.16037527,0.7181139,Lizac,414,9.51,6.32,0.08,8.32,4.15,8.23,4.28,5.85,8.25,6.01
-0.16530089,0.7540812,Lizant,443,17.08,2.73,6.27,4.25,4.06,4.97,0.45,6.87,3.4,2.34
-0.143397,0.76620156,Lizeray,100,35.75,7.54,1.12,3.26,7.96,9.08,8.49,9.16,7.47,0.72
-0.14951783,0.7535314,Lizières,284,14.56,3.36,2.26,6.82,7.88,9.65,6.01,4.32,2.79,8.79
-0.09512828,0.7609729,Lizine,87,7.31,5.05,4.46,2.21,2.96,3.45,4.57,0.17,5.02,9.2
-0.124558814,0.79062325,Lizines,155,5.81,1.08,1.52,6.89,1.28,4.95,8.52,9.31,0.78,3.07
-0.19170386,0.79122025,Lizio,737,16.89,8.19,6.01,5.47,8.15,9.22,8.65,9.02,2.56,6.91
-0.17593536,0.7060082,Lizos,78,1.82,0.99,6.73,2.8,4.81,4.57,5.8,4.91,3.6,9.41
-0.11869068,0.8072477,Lizy,200,3.83,2.16,1.29,0.33,3.15,7.53,8.55,3.08,1.88,1.63
-0.12507889,0.7995069,Lizy-sur-Ourcq,3377,11.34,6.08,8.01,5.78,6.17,0.84,8.25,5.49,5.25,4.22
-0.14515382,0.68823737,Llauro,270,8.47,3.94,3.92,3.51,4.13,1.44,2.12,1.53,2.3,9.34
-0.1540643,0.68793285,Llo,133,28.79,0.33,5.07,8.24,1.8,4.65,9.82,3.76,6.68,7.52
-0.14464507,0.6893956,Llupia,1734,7.16,6.01,1.33,0.11,8.23,7.28,5.79,8.6,8.78,5.61
-0.07047526,0.79216963,Lobsann,496,2.64,9.69,0.04,9.07,2.89,7.79,4.98,4.52,9.71,4.14
-0.21015057,0.8079977,Loc-Brévalaire,207,1.69,2.73,4.46,3.43,5.96,8.39,4.45,3.38,2.45,3.34
-0.20702295,0.8057779,Loc-Eguiner,290,12.13,4.92,7.6,5.1,4.22,0.17,8.0,1.42,5.28,1.29
-0.2056599,0.8052535,Loc-Eguiner-Saint-Thégonnec,336,8.14,8.12,5.87,1.52,9.16,8.74,7.35,0.77,7.54,4.24
-0.19914962,0.80463326,Loc-Envel,73,3.41,5.49,0.89,4.15,3.3,4.76,2.25,2.82,5.05,7.04
-0.20009491,0.8013345,Locarn,457,,3.77,5.11,,9.89,2.17,3.01,9.56,4.76,4.31
-0.15113777,0.7694145,Loché-sur-Indrois,532,74.93,0.05,8.49,7.39,8.0,8.25,6.42,2.11,1.03,1.03
-0.15363401,0.77051395,Loches,6328,27.37,5.2,8.1,1.75,9.77,5.99,1.67,0.51,3.21,9.17
-0.11043666,0.7805015,Loches-sur-Ource,397,13.72,1.19,6.8,6.51,5.22,7.19,9.26,6.0,3.58,6.99
-0.10043045,0.7417678,Lochieu,73,7.07,2.51,0.42,9.65,9.46,9.89,4.36,9.65,4.99,3.39
-0.07579533,0.78790396,Lochwiller,345,4.57,1.08,5.21,3.51,2.47,7.11,2.93,0.9,7.45,6.83
-0.19841611,0.79649025,Locmalo,886,24.21,3.75,9.83,0.69,9.92,1.87,3.81,0.19,4.28,6.21
-0.20031637,0.782991,Locmaria,705,20.9,0.99,7.03,1.39,3.06,3.61,2.14,9.82,5.02,0.94
-0.20304169,0.8026375,Locmaria-Berrien,285,17.12,4.87,1.85,9.49,5.13,9.05,4.75,2.56,6.38,6.7
-0.19511187,0.7901065,Locmaria-Grand-Champ,733,14.11,0.7,5.83,4.46,4.05,1.99,8.2,2.42,8.23,8.44
-0.2135956,0.80563736,Locmaria-Plouzané,4246,23.16,6.06,0.26,0.34,7.25,6.39,3.97,8.97,5.53,7.36
-0.19758715,0.78723305,Locmariaquer,1367,11.09,2.45,3.75,3.06,4.57,9.93,0.43,9.21,8.93,3.64
-0.20675358,0.80535644,Locmélar,469,16.01,6.8,6.93,3.03,2.12,0.39,8.96,5.49,1.54,2.38
-0.19516632,0.7924373,Locminé,3430,4.88,6.36,8.59,0.48,6.59,3.51,7.07,8.65,3.78,3.58
-0.20152299,0.7909929,Locmiquélic,3945,3.72,1.47,5.34,0.11,6.78,5.14,2.29,4.1,2.26,4.23
-0.19892006,0.7901496,Locoal-Mendon,2182,44.93,5.04,4.57,9.39,9.54,9.15,3.2,6.04,1.41,1.61
-0.1250346,0.82691216,Locon,2233,9.49,8.04,7.18,0.87,5.88,3.78,8.22,0.49,7.75,9.07
-0.13685927,0.80544436,Loconville,259,5.75,5.94,6.41,5.54,1.26,9.76,3.97,3.2,3.34,5.14
-0.19488779,0.7900656,Locqueltas,1215,19.53,0.02,8.1,7.68,7.63,1.04,4.65,3.74,1.9,7.86
-0.20378603,0.80773973,Locquénolé,716,0.93,5.56,9.8,8.8,8.29,8.21,3.6,4.81,3.83,1.62
-0.11440528,0.81875604,Locquignol,340,97.97,9.11,4.46,6.61,6.53,3.12,8.11,2.19,5.06,3.28
-0.20110488,0.8082882,Locquirec,1293,6.31,7.04,2.32,6.46,8.61,2.71,2.01,7.07,1.34,9.7
-0.20985913,0.7997278,Locronan,799,7.98,6.01,1.21,1.19,6.46,9.6,9.08,3.05,9.71,2.37
-0.21058616,0.7950656,Loctudy,3659,13.36,2.02,1.84,8.46,5.91,4.2,2.3,5.74,3.04,4.88
-0.2022692,0.7949752,Locunolé,869,16.89,5.23,4.98,1.46,8.63,1.07,7.76,4.05,7.31,9.4
-0.123214185,0.7508965,Loddes,191,23.49,2.85,1.45,9.52,0.09,2.02,7.61,3.39,5.22,2.83
-0.16950403,0.70321256,Lodes,255,13.98,5.64,0.96,9.87,4.05,6.65,9.02,4.02,0.97,5.94
-0.13481891,0.7075201,Lodève,6900,23.2,0.48,7.96,6.43,3.24,4.3,6.9,5.55,8.11,4.25
-0.09213109,0.76050466,Lods,271,,4.69,8.28,,1.46,2.89,7.37,7.7,0.05,1.26
-0.10143337,0.7688422,Lœuilley,103,,4.96,8.64,,4.57,0.68,4.01,7.45,2.11,8.86
-0.13255751,0.8139699,Lœuilly,809,17.4,9.57,4.77,3.6,7.9,3.47,4.8,1.95,1.27,4.38
-0.12001481,0.8223474,Loffre,726,2.6,7.89,1.57,7.25,7.82,9.64,5.62,9.25,6.78,6.81
-0.17504002,0.7653658,Loge-Fougereuse,370,10.36,6.99,7.28,9.0,9.33,5.99,9.72,3.8,2.89,1.31
-0.07697012,0.77613735,Logelheim,585,4.36,1.64,2.03,8.29,6.91,4.31,6.87,6.99,3.77,2.72
-0.130004,0.7969031,Lognes,14215,4.04,1.9,0.02,1.89,5.67,7.04,0.09,3.26,4.55,0.69
-0.10788799,0.81048465,Logny-Bogny,143,10.74,5.9,3.3,3.46,4.56,0.58,9.31,0.18,4.49,5.97
-0.1098029,0.8116219,Logny-lès-Aubenton,73,8.26,8.89,8.19,7.72,9.45,7.76,7.01,3.91,8.34,8.38
-0.20993893,0.80375004,Logonna-Daoulas,1579,12.54,5.5,0.43,2.89,3.15,5.44,1.72,4.79,4.11,0.08
-0.12546384,0.7101344,Logrian-Florian,227,8.73,2.61,8.72,6.79,4.11,7.56,7.42,0.76,1.05,3.55
-0.14745665,0.7875144,Logron,502,22.82,6.24,7.65,8.53,0.01,5.46,3.7,9.84,9.84,4.57
-0.20003583,0.8049483,Loguivy-Plougras,1002,49.04,3.37,6.21,7.39,1.16,4.23,5.75,5.34,3.21,4.73
-0.18438433,0.7896576,Lohéac,603,5.23,6.22,8.7,3.1,7.92,1.04,8.08,0.46,2.55,2.3
-0.18993339,0.7089856,Lohitzun-Oyhercq,217,17.6,8.36,2.92,4.14,7.15,8.78,0.03,5.53,8.54,3.44
-0.07752027,0.7909291,Lohr,522,10.63,0.57,8.34,2.31,8.5,1.9,8.67,4.52,7.19,1.14
-0.20064773,0.8040094,Lohuec,259,17.44,9.95,1.22,8.52,3.46,0.82,7.7,0.6,7.64,5.28
-0.1714042,0.7870867,Loigné-sur-Mayenne,704,20.43,5.11,6.44,7.03,0.71,5.0,5.35,5.99,0.67,2.44
-0.14214379,0.7862058,Loigny-la-Bataille,174,18.31,2.67,9.02,0.11,6.65,2.15,2.38,9.82,0.99,5.02
-0.17491615,0.7832119,Loiré,754,34.42,5.32,8.93,3.73,9.7,8.91,7.35,4.07,7.6,5.01
-0.17998351,0.7552967,Loire-les-Marais,326,12.54,3.19,5.84,2.66,0.24,2.85,1.74,1.16,9.56,4.07
-0.17243929,0.75308025,Loiré-sur-Nie,290,14.52,5.48,0.12,9.92,8.2,3.14,3.44,2.88,3.92,0.77
-0.11234335,0.7366487,Loire-sur-Rhône,2126,16.48,3.38,6.27,4.25,2.11,0.85,7.91,3.45,9.24,0.57
-0.17289118,0.7907019,Loiron,1273,,9.25,9.65,,1.49,9.76,6.16,6.93,6.94,1.26
-0.1540856,0.79499716,Loisail,144,,9.0,7.35,,1.51,4.3,4.34,8.38,8.38,0.78
-0.10001868,0.7916061,Loisey-Culey,461,24.47,9.15,8.68,8.21,1.13,7.03,9.16,0.01,2.97,0.93
-0.1025441,0.7517356,Loisia,157,11.48,3.43,5.01,1.35,3.45,4.19,8.72,9.44,6.04,5.13
-0.10084889,0.7370454,Loisieux,131,,3.97,4.33,,1.63,1.5,3.77,7.04,0.03,2.0
-0.092768915,0.74728256,Loisin,1142,7.84,6.46,3.13,8.7,6.69,6.63,6.68,7.81,2.08,2.56
-0.09520035,0.8006922,Loison,80,14.14,9.24,7.47,8.26,6.63,1.47,5.02,6.97,2.12,4.38
-0.123263955,0.82433707,Loison-sous-Lens,5579,3.6,7.19,4.47,3.94,5.79,5.81,4.57,5.22,7.76,3.11
