Winner, Standing, Pole, Fatest_lap, City, Overtaking, Lap_nb
Raiducknen, ['Raiducknen', 'Duckmilton', 'Prostduck', 'Schumaduck', 'Duckberg', 'Verstaduck', 'Ayrduck', 'Alonsduck', 'Buckton', 'Ducktel'], Ayrduck, 56, Madrid, 48, 17
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ducktel', 'Ayrduck', 'Buckton', 'Verstaduck', 'Raiducknen', 'Duckberg', 'Alonsduck', 'Prostduck'], Prostduck, 51, Rome, 44, 18
Duckmilton, ['Duckmilton', 'Prostduck', 'Verstaduck', 'Duckberg', 'Buckton', 'Alonsduck', 'Schumaduck', 'Raiducknen', 'Ducktel', 'Ayrduck'], Alonsduck, 58, Madrid, 46, 19
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Ayrduck', 'Alonsduck', 'Raiducknen', 'Buckton', 'Duckberg', 'Prostduck'], Ayrduck, 58, Paris, 42, 19
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ducktel', 'Prostduck', 'Alonsduck', 'Verstaduck', 'Duckberg', 'Ayrduck', 'Buckton', 'Raiducknen'], Raiducknen, 54, Berlin, 40, 15
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ducktel', 'Raiducknen', 'Alonsduck', 'Prostduck', 'Verstaduck', 'Buckton', 'Duckberg', 'Ayrduck'], Prostduck, 55, Londres, 50, 12
Prostduck, ['Prostduck', 'Alonsduck', 'Duckmilton', 'Raiducknen', 'Duckberg', 'Verstaduck', 'Schumaduck', 'Ducktel', 'Buckton', 'Ayrduck'], Duckberg, 52, Paris, 50, 12
Duckmilton, ['Duckmilton', 'Ducktel', 'Schumaduck', 'Alonsduck', 'Raiducknen', 'Buckton', 'Verstaduck', 'Duckberg', 'Prostduck', 'Ayrduck'], Raiducknen, 59, Singapour, 40, 14
Duckmilton, ['Duckmilton', 'Schumaduck', 'Raiducknen', 'Ducktel', 'Alonsduck', 'Verstaduck', 'Buckton', 'Prostduck', 'Ayrduck', 'Duckberg'], Alonsduck, 51, Rio, 50, 17
Duckmilton, ['Duckmilton', 'Schumaduck', 'Raiducknen', 'Buckton', 'Verstaduck', 'Alonsduck', 'Ducktel', 'Ayrduck', 'Prostduck', 'Duckberg'], Prostduck, 53, Pekin, 46, 14
Verstaduck, ['Verstaduck', 'Duckmilton', 'Duckberg', 'Schumaduck', 'Buckton', 'Ducktel', 'Ayrduck', 'Alonsduck', 'Raiducknen', 'Prostduck'], Schumaduck, 52, Pekin, 42, 13
Duckmilton, ['Duckmilton', 'Raiducknen', 'Alonsduck', 'Schumaduck', 'Buckton', 'Ducktel', 'Verstaduck', 'Ayrduck', 'Prostduck', 'Duckberg'], Raiducknen, 54, Rome, 44, 10
Verstaduck, ['Verstaduck', 'Alonsduck', 'Duckmilton', 'Prostduck', 'Ducktel', 'Ayrduck', 'Schumaduck', 'Raiducknen', 'Buckton', 'Duckberg'], Buckton, 58, Moscou, 41, 18
Duckmilton, ['Duckmilton', 'Raiducknen', 'Prostduck', 'Schumaduck', 'Ducktel', 'Duckberg', 'Verstaduck', 'Buckton', 'Alonsduck', 'Ayrduck'], Duckmilton, 51, Madrid, 50, 12
Alonsduck, ['Alonsduck', 'Duckberg', 'Ducktel', 'Verstaduck', 'Duckmilton', 'Schumaduck', 'Prostduck', 'Raiducknen', 'Buckton', 'Ayrduck'], Raiducknen, 54, Moscou, 43, 17
Schumaduck, ['Schumaduck', 'Duckmilton', 'Raiducknen', 'Verstaduck', 'Ducktel', 'Duckberg', 'Prostduck', 'Alonsduck', 'Ayrduck', 'Buckton'], Duckmilton, 50, Berne, 50, 14
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Raiducknen', 'Alonsduck', 'Ducktel', 'Duckberg', 'Buckton', 'Prostduck', 'Ayrduck'], Duckmilton, 56, Rio, 46, 10
Ayrduck, ['Ayrduck', 'Alonsduck', 'Duckmilton', 'Verstaduck', 'Duckberg', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Prostduck', 'Buckton'], Verstaduck, 54, Rio, 48, 19
Duckmilton, ['Duckmilton', 'Duckberg', 'Prostduck', 'Verstaduck', 'Alonsduck', 'Raiducknen', 'Ayrduck', 'Schumaduck', 'Ducktel', 'Buckton'], Duckberg, 52, Pekin, 40, 17
Prostduck, ['Prostduck', 'Duckmilton', 'Alonsduck', 'Schumaduck', 'Duckberg', 'Raiducknen', 'Verstaduck', 'Ducktel', 'Buckton', 'Ayrduck'], Duckmilton, 52, Rome, 49, 19
Duckmilton, ['Duckmilton', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Prostduck', 'Alonsduck', 'Raiducknen', 'Duckberg', 'Ayrduck', 'Buckton'], Ducktel, 52, Paris, 47, 20
Duckmilton, ['Duckmilton', 'Ayrduck', 'Alonsduck', 'Verstaduck', 'Duckberg', 'Schumaduck', 'Buckton', 'Raiducknen', 'Ducktel', 'Prostduck'], Duckberg, 56, Berne, 40, 12
Duckmilton, ['Duckmilton', 'Verstaduck', 'Prostduck', 'Schumaduck', 'Duckberg', 'Raiducknen', 'Alonsduck', 'Ducktel', 'Buckton', 'Ayrduck'], Duckmilton, 59, Tokyo, 41, 11
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Buckton', 'Raiducknen', 'Prostduck', 'Duckberg', 'Alonsduck', 'Ayrduck'], Prostduck, 59, Rome, 47, 15
Alonsduck, ['Alonsduck', 'Duckmilton', 'Verstaduck', 'Ducktel', 'Schumaduck', 'Prostduck', 'Buckton', 'Raiducknen', 'Duckberg', 'Ayrduck'], Prostduck, 54, Moscou, 47, 15
Duckmilton, ['Duckmilton', 'Alonsduck', 'Prostduck', 'Verstaduck', 'Ayrduck', 'Duckberg', 'Ducktel', 'Raiducknen', 'Schumaduck', 'Buckton'], Ducktel, 58, Berne, 47, 10
Duckmilton, ['Duckmilton', 'Verstaduck', 'Duckberg', 'Schumaduck', 'Alonsduck', 'Prostduck', 'Ducktel', 'Buckton', 'Raiducknen', 'Ayrduck'], Raiducknen, 51, Rio, 41, 13
Duckmilton, ['Duckmilton', 'Raiducknen', 'Schumaduck', 'Verstaduck', 'Alonsduck', 'Ducktel', 'Duckberg', 'Ayrduck', 'Buckton', 'Prostduck'], Prostduck, 59, Pekin, 41, 17
Duckmilton, ['Duckmilton', 'Schumaduck', 'Raiducknen', 'Duckberg', 'Verstaduck', 'Prostduck', 'Ducktel', 'Buckton', 'Alonsduck', 'Ayrduck'], Ayrduck, 57, Londres, 44, 14
Schumaduck, ['Schumaduck', 'Duckmilton', 'Verstaduck', 'Prostduck', 'Ayrduck', 'Raiducknen', 'Ducktel', 'Alonsduck', 'Duckberg', 'Buckton'], Raiducknen, 56, Madrid, 44, 20
Duckmilton, ['Duckmilton', 'Schumaduck', 'Alonsduck', 'Raiducknen', 'Ayrduck', 'Verstaduck', 'Buckton', 'Duckberg', 'Prostduck', 'Ducktel'], Raiducknen, 58, Paris, 42, 20
Duckberg, ['Duckberg', 'Duckmilton', 'Ducktel', 'Raiducknen', 'Verstaduck', 'Alonsduck', 'Buckton', 'Schumaduck', 'Ayrduck', 'Prostduck'], Ayrduck, 57, Madrid, 50, 14
Alonsduck, ['Alonsduck', 'Duckmilton', 'Buckton', 'Verstaduck', 'Schumaduck', 'Raiducknen', 'Ducktel', 'Prostduck', 'Duckberg', 'Ayrduck'], Duckmilton, 55, New York, 43, 10
Duckberg, ['Duckberg', 'Duckmilton', 'Alonsduck', 'Buckton', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Prostduck', 'Raiducknen', 'Ayrduck'], Alonsduck, 52, Moscou, 40, 10
Duckberg, ['Duckberg', 'Duckmilton', 'Schumaduck', 'Alonsduck', 'Ayrduck', 'Buckton', 'Ducktel', 'Raiducknen', 'Verstaduck', 'Prostduck'], Ducktel, 55, Rome, 48, 15
Buckton, ['Buckton', 'Verstaduck', 'Duckmilton', 'Raiducknen', 'Schumaduck', 'Alonsduck', 'Ducktel', 'Prostduck', 'Duckberg', 'Ayrduck'], Ducktel, 57, Paris, 45, 12
Ducktel, ['Ducktel', 'Duckmilton', 'Schumaduck', 'Prostduck', 'Verstaduck', 'Buckton', 'Alonsduck', 'Raiducknen', 'Duckberg', 'Ayrduck'], Ducktel, 51, Tokyo, 45, 20
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Ducktel', 'Alonsduck', 'Prostduck', 'Ayrduck', 'Buckton', 'Raiducknen'], Alonsduck, 59, New York, 46, 13
Verstaduck, ['Verstaduck', 'Schumaduck', 'Duckberg', 'Duckmilton', 'Prostduck', 'Ducktel', 'Buckton', 'Raiducknen', 'Alonsduck', 'Ayrduck'], Schumaduck, 60, Rio, 41, 19
Alonsduck, ['Alonsduck', 'Duckmilton', 'Schumaduck', 'Duckberg', 'Ducktel', 'Raiducknen', 'Verstaduck', 'Buckton', 'Prostduck', 'Ayrduck'], Duckberg, 54, Moscou, 45, 10
Duckmilton, ['Duckmilton', 'Prostduck', 'Verstaduck', 'Alonsduck', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Duckberg', 'Ayrduck', 'Buckton'], Verstaduck, 54, Berne, 40, 17
Alonsduck, ['Alonsduck', 'Duckmilton', 'Prostduck', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Buckton', 'Ayrduck', 'Duckberg', 'Verstaduck'], Verstaduck, 59, Rio, 49, 18
Duckmilton, ['Duckmilton', 'Ducktel', 'Alonsduck', 'Raiducknen', 'Schumaduck', 'Ayrduck', 'Verstaduck', 'Prostduck', 'Duckberg', 'Buckton'], Raiducknen, 60, Paris, 42, 17
Raiducknen, ['Raiducknen', 'Buckton', 'Duckmilton', 'Verstaduck', 'Ducktel', 'Schumaduck', 'Alonsduck', 'Duckberg', 'Ayrduck', 'Prostduck'], Ayrduck, 53, Madrid, 40, 10
Duckmilton, ['Duckmilton', 'Schumaduck', 'Duckberg', 'Raiducknen', 'Alonsduck', 'Prostduck', 'Ducktel', 'Verstaduck', 'Ayrduck', 'Buckton'], Ducktel, 50, Madrid, 47, 12
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Prostduck', 'Buckton', 'Raiducknen', 'Alonsduck', 'Ducktel', 'Duckberg', 'Ayrduck'], Ducktel, 54, Tokyo, 43, 11
Ayrduck, ['Ayrduck', 'Duckmilton', 'Schumaduck', 'Verstaduck', 'Raiducknen', 'Ducktel', 'Alonsduck', 'Duckberg', 'Prostduck', 'Buckton'], Verstaduck, 59, Rio, 47, 14
Alonsduck, ['Alonsduck', 'Duckmilton', 'Verstaduck', 'Ducktel', 'Buckton', 'Duckberg', 'Schumaduck', 'Prostduck', 'Raiducknen', 'Ayrduck'], Verstaduck, 53, Madrid, 40, 13
Duckmilton, ['Duckmilton', 'Prostduck', 'Schumaduck', 'Verstaduck', 'Duckberg', 'Alonsduck', 'Buckton', 'Ducktel', 'Ayrduck', 'Raiducknen'], Raiducknen, 53, Rome, 43, 16
Duckmilton, ['Duckmilton', 'Schumaduck', 'Buckton', 'Raiducknen', 'Duckberg', 'Ducktel', 'Ayrduck', 'Alonsduck', 'Verstaduck', 'Prostduck'], Prostduck, 51, New York, 40, 11
Duckmilton, ['Duckmilton', 'Ducktel', 'Raiducknen', 'Ayrduck', 'Verstaduck', 'Duckberg', 'Alonsduck', 'Schumaduck', 'Buckton', 'Prostduck'], Prostduck, 52, Paris, 44, 17
Schumaduck, ['Schumaduck', 'Verstaduck', 'Duckmilton', 'Ducktel', 'Raiducknen', 'Alonsduck', 'Duckberg', 'Prostduck', 'Ayrduck', 'Buckton'], Duckmilton, 57, Singapour, 45, 12
Duckmilton, ['Duckmilton', 'Raiducknen', 'Verstaduck', 'Ducktel', 'Schumaduck', 'Prostduck', 'Buckton', 'Ayrduck', 'Alonsduck', 'Duckberg'], Ayrduck, 53, New York, 41, 16
Duckmilton, ['Duckmilton', 'Raiducknen', 'Verstaduck', 'Prostduck', 'Schumaduck', 'Alonsduck', 'Duckberg', 'Ducktel', 'Ayrduck', 'Buckton'], Schumaduck, 50, Rio, 47, 18
Duckmilton, ['Duckmilton', 'Alonsduck', 'Ducktel', 'Schumaduck', 'Buckton', 'Verstaduck', 'Raiducknen', 'Duckberg', 'Ayrduck', 'Prostduck'], Prostduck, 50, Londres, 47, 20
Duckmilton, ['Duckmilton', 'Buckton', 'Prostduck', 'Raiducknen', 'Verstaduck', 'Schumaduck', 'Alonsduck', 'Ducktel', 'Duckberg', 'Ayrduck'], Prostduck, 58, Berne, 49, 12
Alonsduck, ['Alonsduck', 'Duckmilton', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Buckton', 'Raiducknen', 'Prostduck', 'Duckberg', 'Ayrduck'], Verstaduck, 60, Berlin, 46, 16
Schumaduck, ['Schumaduck', 'Duckmilton', 'Raiducknen', 'Ducktel', 'Verstaduck', 'Duckberg', 'Ayrduck', 'Prostduck', 'Alonsduck', 'Buckton'], Duckmilton, 53, New York, 47, 14
Duckmilton, ['Duckmilton', 'Alonsduck', 'Buckton', 'Duckberg', 'Prostduck', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Raiducknen', 'Ayrduck'], Raiducknen, 53, Tokyo, 48, 13
Alonsduck, ['Alonsduck', 'Duckmilton', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Raiducknen', 'Prostduck', 'Buckton', 'Duckberg', 'Ayrduck'], Duckberg, 60, Madrid, 43, 15
Duckmilton, ['Duckmilton', 'Schumaduck', 'Alonsduck', 'Verstaduck', 'Ducktel', 'Raiducknen', 'Buckton', 'Duckberg', 'Ayrduck', 'Prostduck'], Duckmilton, 56, Madrid, 40, 18
Schumaduck, ['Schumaduck', 'Prostduck', 'Ducktel', 'Duckmilton', 'Verstaduck', 'Duckberg', 'Alonsduck', 'Ayrduck', 'Buckton', 'Raiducknen'], Duckmilton, 50, Rome, 47, 15
Duckmilton, ['Duckmilton', 'Alonsduck', 'Schumaduck', 'Verstaduck', 'Raiducknen', 'Ducktel', 'Ayrduck', 'Duckberg', 'Buckton', 'Prostduck'], Ducktel, 55, Berlin, 44, 15
Schumaduck, ['Schumaduck', 'Duckmilton', 'Verstaduck', 'Duckberg', 'Prostduck', 'Ducktel', 'Raiducknen', 'Ayrduck', 'Buckton', 'Alonsduck'], Prostduck, 56, Rome, 44, 18
Duckmilton, ['Duckmilton', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Buckton', 'Ayrduck', 'Raiducknen', 'Alonsduck', 'Prostduck'], Raiducknen, 51, Berne, 43, 15
Duckmilton, ['Duckmilton', 'Raiducknen', 'Ducktel', 'Ayrduck', 'Duckberg', 'Verstaduck', 'Buckton', 'Prostduck', 'Alonsduck', 'Schumaduck'], Buckton, 54, Singapour, 43, 14
Duckmilton, ['Duckmilton', 'Ducktel', 'Duckberg', 'Schumaduck', 'Prostduck', 'Verstaduck', 'Alonsduck', 'Buckton', 'Ayrduck', 'Raiducknen'], Raiducknen, 59, Madrid, 49, 14
Alonsduck, ['Alonsduck', 'Duckmilton', 'Raiducknen', 'Prostduck', 'Schumaduck', 'Verstaduck', 'Ayrduck', 'Duckberg', 'Buckton', 'Ducktel'], Buckton, 50, Berlin, 46, 20
Duckmilton, ['Duckmilton', 'Prostduck', 'Verstaduck', 'Buckton', 'Alonsduck', 'Schumaduck', 'Ducktel', 'Ayrduck', 'Raiducknen', 'Duckberg'], Duckberg, 59, New York, 43, 10
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ducktel', 'Prostduck', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Raiducknen', 'Ayrduck', 'Buckton'], Duckberg, 50, Singapour, 44, 10
Alonsduck, ['Alonsduck', 'Verstaduck', 'Duckmilton', 'Raiducknen', 'Schumaduck', 'Prostduck', 'Ducktel', 'Duckberg', 'Buckton', 'Ayrduck'], Ayrduck, 55, Rome, 41, 13
Ducktel, ['Ducktel', 'Duckmilton', 'Schumaduck', 'Raiducknen', 'Alonsduck', 'Duckberg', 'Verstaduck', 'Buckton', 'Ayrduck', 'Prostduck'], Ducktel, 50, Madrid, 42, 11
Duckmilton, ['Duckmilton', 'Raiducknen', 'Prostduck', 'Verstaduck', 'Buckton', 'Schumaduck', 'Ducktel', 'Ayrduck', 'Duckberg', 'Alonsduck'], Alonsduck, 59, Singapour, 42, 15
Duckmilton, ['Duckmilton', 'Schumaduck', 'Alonsduck', 'Prostduck', 'Duckberg', 'Ducktel', 'Ayrduck', 'Verstaduck', 'Raiducknen', 'Buckton'], Verstaduck, 56, Londres, 47, 15
Duckmilton, ['Duckmilton', 'Raiducknen', 'Verstaduck', 'Schumaduck', 'Ayrduck', 'Alonsduck', 'Prostduck', 'Ducktel', 'Buckton', 'Duckberg'], Buckton, 51, Pekin, 42, 18
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ducktel', 'Raiducknen', 'Verstaduck', 'Duckberg', 'Alonsduck', 'Buckton', 'Prostduck', 'Ayrduck'], Schumaduck, 59, Singapour, 42, 12
Verstaduck, ['Verstaduck', 'Duckmilton', 'Schumaduck', 'Duckberg', 'Ducktel', 'Alonsduck', 'Buckton', 'Raiducknen', 'Ayrduck', 'Prostduck'], Raiducknen, 58, Londres, 46, 10
Duckmilton, ['Duckmilton', 'Raiducknen', 'Schumaduck', 'Duckberg', 'Ayrduck', 'Verstaduck', 'Alonsduck', 'Ducktel', 'Prostduck', 'Buckton'], Alonsduck, 51, Berlin, 46, 13
Duckmilton, ['Duckmilton', 'Ayrduck', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Alonsduck', 'Raiducknen', 'Duckberg', 'Prostduck', 'Buckton'], Raiducknen, 59, Madrid, 42, 12
Raiducknen, ['Raiducknen', 'Duckmilton', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Schumaduck', 'Ducktel', 'Ayrduck', 'Buckton', 'Prostduck'], Ayrduck, 51, New York, 46, 18
Verstaduck, ['Verstaduck', 'Schumaduck', 'Duckmilton', 'Ducktel', 'Alonsduck', 'Duckberg', 'Buckton', 'Prostduck', 'Raiducknen', 'Ayrduck'], Buckton, 53, Berne, 45, 16
Duckmilton, ['Duckmilton', 'Raiducknen', 'Verstaduck', 'Ducktel', 'Prostduck', 'Buckton', 'Duckberg', 'Alonsduck', 'Schumaduck', 'Ayrduck'], Ducktel, 54, Moscou, 44, 20
Duckmilton, ['Duckmilton', 'Alonsduck', 'Schumaduck', 'Prostduck', 'Ducktel', 'Verstaduck', 'Raiducknen', 'Buckton', 'Duckberg', 'Ayrduck'], Schumaduck, 60, Pekin, 46, 12
Duckmilton, ['Duckmilton', 'Raiducknen', 'Verstaduck', 'Buckton', 'Schumaduck', 'Ducktel', 'Prostduck', 'Alonsduck', 'Duckberg', 'Ayrduck'], Duckberg, 59, Tokyo, 46, 20
Raiducknen, ['Raiducknen', 'Ayrduck', 'Alonsduck', 'Ducktel', 'Buckton', 'Duckmilton', 'Schumaduck', 'Verstaduck', 'Duckberg', 'Prostduck'], Schumaduck, 54, Tokyo, 45, 19
Schumaduck, ['Schumaduck', 'Duckmilton', 'Prostduck', 'Alonsduck', 'Ducktel', 'Buckton', 'Raiducknen', 'Verstaduck', 'Duckberg', 'Ayrduck'], Buckton, 53, Berne, 46, 17
Raiducknen, ['Raiducknen', 'Duckmilton', 'Buckton', 'Verstaduck', 'Ayrduck', 'Alonsduck', 'Ducktel', 'Duckberg', 'Schumaduck', 'Prostduck'], Raiducknen, 60, Singapour, 49, 18
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ducktel', 'Buckton', 'Ayrduck', 'Schumaduck', 'Prostduck', 'Duckberg', 'Alonsduck', 'Raiducknen'], Duckberg, 52, Paris, 50, 13
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Ducktel', 'Buckton', 'Raiducknen', 'Alonsduck', 'Prostduck', 'Ayrduck'], Alonsduck, 55, Berne, 47, 12
Duckmilton, ['Duckmilton', 'Ducktel', 'Buckton', 'Schumaduck', 'Ayrduck', 'Verstaduck', 'Alonsduck', 'Prostduck', 'Raiducknen', 'Duckberg'], Duckmilton, 60, Madrid, 41, 19
Duckmilton, ['Duckmilton', 'Buckton', 'Schumaduck', 'Duckberg', 'Ducktel', 'Verstaduck', 'Raiducknen', 'Alonsduck', 'Prostduck', 'Ayrduck'], Duckberg, 54, Berlin, 50, 15
Duckmilton, ['Duckmilton', 'Raiducknen', 'Ducktel', 'Schumaduck', 'Verstaduck', 'Buckton', 'Prostduck', 'Duckberg', 'Ayrduck', 'Alonsduck'], Duckberg, 55, Londres, 48, 15
Schumaduck, ['Schumaduck', 'Duckmilton', 'Raiducknen', 'Buckton', 'Alonsduck', 'Duckberg', 'Ducktel', 'Prostduck', 'Verstaduck', 'Ayrduck'], Duckberg, 60, New York, 41, 18
Duckmilton, ['Duckmilton', 'Duckberg', 'Schumaduck', 'Raiducknen', 'Verstaduck', 'Ducktel', 'Alonsduck', 'Buckton', 'Ayrduck', 'Prostduck'], Prostduck, 51, Madrid, 43, 19
Duckmilton, ['Duckmilton', 'Alonsduck', 'Schumaduck', 'Verstaduck', 'Raiducknen', 'Ducktel', 'Ayrduck', 'Prostduck', 'Duckberg', 'Buckton'], Duckmilton, 59, New York, 47, 14
Duckmilton, ['Duckmilton', 'Ducktel', 'Alonsduck', 'Prostduck', 'Raiducknen', 'Schumaduck', 'Verstaduck', 'Duckberg', 'Buckton', 'Ayrduck'], Ayrduck, 54, Rome, 48, 12
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Ayrduck', 'Duckberg', 'Prostduck', 'Buckton'], Alonsduck, 56, Londres, 48, 13
Duckmilton, ['Duckmilton', 'Prostduck', 'Buckton', 'Schumaduck', 'Ducktel', 'Alonsduck', 'Raiducknen', 'Verstaduck', 'Duckberg', 'Ayrduck'], Duckmilton, 50, Singapour, 41, 19
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Duckberg', 'Ducktel', 'Alonsduck', 'Raiducknen', 'Buckton', 'Prostduck', 'Ayrduck'], Ayrduck, 55, Londres, 42, 19
Duckmilton, ['Duckmilton', 'Alonsduck', 'Prostduck', 'Duckberg', 'Ducktel', 'Ayrduck', 'Verstaduck', 'Buckton', 'Raiducknen', 'Schumaduck'], Duckmilton, 55, Madrid, 48, 12
Duckmilton, ['Duckmilton', 'Schumaduck', 'Buckton', 'Ducktel', 'Verstaduck', 'Prostduck', 'Alonsduck', 'Ayrduck', 'Duckberg', 'Raiducknen'], Duckberg, 57, Paris, 42, 19
Duckmilton, ['Duckmilton', 'Ducktel', 'Ayrduck', 'Verstaduck', 'Buckton', 'Duckberg', 'Schumaduck', 'Raiducknen', 'Alonsduck', 'Prostduck'], Alonsduck, 57, Londres, 42, 15
Duckberg, ['Duckberg', 'Schumaduck', 'Duckmilton', 'Alonsduck', 'Prostduck', 'Verstaduck', 'Ducktel', 'Raiducknen', 'Buckton', 'Ayrduck'], Duckberg, 54, Berlin, 47, 10
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ducktel', 'Buckton', 'Prostduck', 'Raiducknen', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Ayrduck'], Buckton, 53, Tokyo, 49, 16
Duckmilton, ['Duckmilton', 'Raiducknen', 'Verstaduck', 'Prostduck', 'Schumaduck', 'Ducktel', 'Ayrduck', 'Duckberg', 'Alonsduck', 'Buckton'], Prostduck, 52, Madrid, 46, 18
Verstaduck, ['Verstaduck', 'Buckton', 'Schumaduck', 'Duckmilton', 'Prostduck', 'Ducktel', 'Alonsduck', 'Raiducknen', 'Duckberg', 'Ayrduck'], Duckberg, 59, Berne, 48, 20
Ayrduck, ['Ayrduck', 'Duckmilton', 'Ducktel', 'Buckton', 'Schumaduck', 'Verstaduck', 'Alonsduck', 'Raiducknen', 'Prostduck', 'Duckberg'], Schumaduck, 54, Madrid, 40, 20
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Raiducknen', 'Alonsduck', 'Buckton', 'Ayrduck', 'Prostduck', 'Ducktel'], Prostduck, 52, Paris, 45, 15
Duckmilton, ['Duckmilton', 'Ducktel', 'Buckton', 'Raiducknen', 'Schumaduck', 'Duckberg', 'Alonsduck', 'Verstaduck', 'Ayrduck', 'Prostduck'], Raiducknen, 59, Singapour, 46, 17
Ducktel, ['Ducktel', 'Duckmilton', 'Schumaduck', 'Verstaduck', 'Prostduck', 'Duckberg', 'Raiducknen', 'Ayrduck', 'Alonsduck', 'Buckton'], Duckberg, 50, Madrid, 48, 12
Prostduck, ['Prostduck', 'Duckmilton', 'Verstaduck', 'Ayrduck', 'Duckberg', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Buckton', 'Alonsduck'], Ducktel, 52, Rome, 45, 15
Duckmilton, ['Duckmilton', 'Buckton', 'Alonsduck', 'Raiducknen', 'Duckberg', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Prostduck', 'Ayrduck'], Duckmilton, 54, Pekin, 44, 10
Verstaduck, ['Verstaduck', 'Duckmilton', 'Alonsduck', 'Schumaduck', 'Prostduck', 'Buckton', 'Raiducknen', 'Ducktel', 'Duckberg', 'Ayrduck'], Ayrduck, 58, Londres, 41, 11
Ducktel, ['Ducktel', 'Duckmilton', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Raiducknen', 'Schumaduck', 'Prostduck', 'Ayrduck', 'Buckton'], Ducktel, 59, Pekin, 41, 19
Duckmilton, ['Duckmilton', 'Alonsduck', 'Schumaduck', 'Verstaduck', 'Prostduck', 'Raiducknen', 'Ducktel', 'Buckton', 'Duckberg', 'Ayrduck'], Raiducknen, 59, Pekin, 50, 11
Duckmilton, ['Duckmilton', 'Buckton', 'Schumaduck', 'Verstaduck', 'Ayrduck', 'Prostduck', 'Raiducknen', 'Ducktel', 'Duckberg', 'Alonsduck'], Buckton, 50, Singapour, 44, 18
Verstaduck, ['Verstaduck', 'Duckmilton', 'Raiducknen', 'Schumaduck', 'Duckberg', 'Ducktel', 'Alonsduck', 'Buckton', 'Prostduck', 'Ayrduck'], Alonsduck, 50, Moscou, 40, 17
Duckmilton, ['Duckmilton', 'Alonsduck', 'Verstaduck', 'Prostduck', 'Ducktel', 'Raiducknen', 'Schumaduck', 'Duckberg', 'Buckton', 'Ayrduck'], Prostduck, 54, Madrid, 41, 18
Duckmilton, ['Duckmilton', 'Prostduck', 'Verstaduck', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Duckberg', 'Schumaduck', 'Buckton', 'Ayrduck'], Schumaduck, 57, New York, 42, 14
Duckmilton, ['Duckmilton', 'Verstaduck', 'Raiducknen', 'Duckberg', 'Ayrduck', 'Schumaduck', 'Alonsduck', 'Prostduck', 'Ducktel', 'Buckton'], Schumaduck, 56, Rio, 48, 10
Duckmilton, ['Duckmilton', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Verstaduck', 'Duckberg', 'Prostduck', 'Buckton', 'Ayrduck', 'Alonsduck'], Ayrduck, 58, Tokyo, 48, 12
Duckmilton, ['Duckmilton', 'Duckberg', 'Schumaduck', 'Ducktel', 'Verstaduck', 'Buckton', 'Prostduck', 'Ayrduck', 'Raiducknen', 'Alonsduck'], Schumaduck, 56, Singapour, 50, 12
Verstaduck, ['Verstaduck', 'Duckmilton', 'Alonsduck', 'Duckberg', 'Prostduck', 'Ducktel', 'Schumaduck', 'Buckton', 'Ayrduck', 'Raiducknen'], Duckberg, 59, New York, 42, 16
